"Africa"|"currant"|"9.92"
"Africa"|"blueberry"|"9.46"
"Africa"|"saturate"|"8.56"
"Africa"|"berry"|"8.3"
"Africa"|"complex"|"8.18"
"Africa"|"honey"|"7.99"
"Africa"|"floral"|"7.88"
"Africa"|"intense"|"7.82"
"Africa"|"bright"|"7.8"
"Africa"|"dry"|"7.75"
"Africa"|"lemon"|"7.75"
"Africa"|"rose"|"7.58"
"Africa"|"blackberry"|"7.54"
"Africa"|"juicy"|"7.4"
"Africa"|"lively"|"7.39"
"Africa"|"brandy"|"7.38"
"Africa"|"lush"|"7.26"
"Africa"|"nib"|"7.25"
"Africa"|"tart"|"7.19"
"Africa"|"lavender"|"7.12"
"Africa"|"cacao"|"7.02"
"Africa"|"like"|"6.99"
"Africa"|"reynolds"|"6.9"
"Africa"|"jim"|"6.9"
"Africa"|"underlying"|"6.82"
"Africa"|"berries"|"6.77"
"Africa"|"jasmine"|"6.69"
"Africa"|"carry"|"6.65"
"Africa"|"citrus"|"6.64"
"Africa"|"exhilarating"|"6.63"
"Africa"|"buoyant"|"6.57"
"Africa"|"bergamot"|"6.48"
"Africa"|"particular"|"6.36"
"Africa"|"resonant"|"6.32"
"Africa"|"brisk"|"6.06"
"Africa"|"tangerine"|"6.05"
"Africa"|"red"|"6.05"
"Africa"|"strawberry"|"6.04"
"Africa"|"edge"|"5.91"
"Africa"|"kenya"|"5.78"
"Africa"|"process"|"5.76"
"Africa"|"meza"|"5.75"
"Africa"|"miguel"|"5.75"
"Africa"|"s"|"5.69"
"Africa"|"savory"|"5.69"
"Africa"|"honeysuckle"|"5.63"
"Africa"|"sandalwood"|"5.53"
"Africa"|"lavish"|"5.52"
"Africa"|"sage"|"5.48"
"Africa"|"wine"|"5.46"
"Africa"|"distinctive"|"5.44"
"Africa"|"agave"|"5.43"
"Africa"|"sustain"|"5.42"
"Africa"|"grape"|"5.29"
"Africa"|"finishes"|"5.24"
"Africa"|"guava"|"5.12"
"Africa"|"vivacious"|"5.12"
"Africa"|"narcissus"|"5.12"
"Africa"|"baker"|"4.96"
"Africa"|"prevail"|"4.93"
"Africa"|"honeyish"|"4.84"
"Africa"|"giddily"|"4.81"
"Africa"|"lime"|"4.8"
"Africa"|"admired"|"4.65"
"Africa"|"raspberry"|"4.65"
"Africa"|"agreed"|"4.63"
"Africa"|"blackcurrant"|"4.63"
"Africa"|"grand"|"4.63"
"Africa"|"mulberry"|"4.63"
"Africa"|"ring"|"4.61"
"Africa"|"concentrated"|"4.48"
"Africa"|"resonate"|"4.48"
"Africa"|"cranberry"|"4.48"
"Africa"|"ethiopia"|"4.47"
"Africa"|"felt"|"4.47"
"Africa"|"concord"|"4.33"
"Africa"|"kumquat"|"4.33"
"Africa"|"marmalade"|"4.33"
"Africa"|"effervescent"|"4.19"
"Africa"|"think"|"4.19"
"Africa"|"menthol"|"4.15"
"Africa"|"brandied"|"4.15"
"Africa"|"juniper"|"4.15"
"Africa"|"kiwi"|"4.07"
"Africa"|"penetrating"|"4.03"
"Africa"|"range"|"3.93"
"Africa"|"despite"|"3.86"
"Africa"|"tangy"|"3.84"
"Africa"|"nose"|"3.84"
"Africa"|"engaging"|"3.67"
"Africa"|"fig"|"3.61"
"Africa"|"finds"|"3.61"
"Africa"|"berryish"|"3.61"
"Africa"|"version"|"3.51"
"Africa"|"somewhat"|"3.39"
"Africa"|"violet"|"3.37"
"Africa"|"nectar"|"3.32"
"Africa"|"liked"|"3.32"
"Africa"|"considerable"|"3.32"
"Africa"|"passion"|"3.29"
"Africa"|"remarkably"|"3.09"
"Africa"|"simultaneously"|"3.09"
"Africa"|"rounder"|"3.09"
"Africa"|"lasting"|"3.09"
"Africa"|"supple"|"3.09"
"Africa"|"luxurious"|"3.09"
"Africa"|"remarkable"|"3.05"
"Africa"|"praise"|"3.05"
"Africa"|"flaw"|"3.05"
"Africa"|"tested"|"3.05"
"Africa"|"admiring"|"3.05"
"Africa"|"revive"|"3.05"
"Africa"|"precious"|"3.05"
"Africa"|"dramatic"|"3.05"
"Africa"|"ice"|"3.05"
"Africa"|"mix"|"3.03"
"Africa"|"peel"|"3.03"
"Africa"|"immense"|"3.03"
"Africa"|"dynamic"|"2.89"
"Africa"|"dramatically"|"2.89"
"Africa"|"active"|"2.89"
"Africa"|"symphonically"|"2.89"
"Africa"|"term"|"2.89"
"Africa"|"especially"|"2.89"
"Africa"|"austere"|"2.89"
"Africa"|"various"|"2.89"
"Africa"|"watermelon"|"2.89"
"Africa"|"perfumy"|"2.89"
"Africa"|"thinnish"|"2.89"
"Africa"|"reassert"|"2.89"
"Africa"|"forceful"|"2.89"
"Africa"|"mingle"|"2.89"
"Africa"|"described"|"2.89"
"Africa"|"amazingly"|"2.89"
"Africa"|"gardenia"|"2.89"
"Africa"|"smoothes"|"2.71"
"Africa"|"revealing"|"2.68"
"Africa"|"slow"|"2.68"
"Africa"|"strong"|"2.68"
"Africa"|"specific"|"2.68"
"Africa"|"takes"|"2.68"
"Africa"|"pistachio"|"2.68"
"Africa"|"saffron"|"2.68"
"Africa"|"score"|"2.68"
"Africa"|"drop"|"2.49"
"Africa"|"maple"|"2.49"
"Africa"|"enjoyed"|"2.49"
"Africa"|"symphonic"|"2.49"
"Africa"|"crisper"|"2.49"
"Africa"|"cherries"|"2.49"
"Africa"|"decisive"|"2.49"
"Africa"|"wild"|"2.32"
"Africa"|"paradoxical"|"2.03"
"Africa"|"yirgacheffe"|"2.03"
"Africa"|"taken"|"2.03"
"Africa"|"toffee"|"2.03"
"Africa"|"stated"|"2.03"
"Africa"|"lighten"|"2.03"
"Africa"|"orchard"|"2.03"
"Africa"|"lost"|"2.03"
"Africa"|"displayed"|"2.03"
"Africa"|"interesting"|"2.03"
"Africa"|"simplified"|"2.03"
"Africa"|"clover"|"2.03"
"Africa"|"freesia"|"2.03"
"Africa"|"ginger"|"2.03"
"Africa"|"elegance"|"2.03"
"Africa"|"darkish"|"2.03"
"Africa"|"mace"|"2.03"
"Africa"|"trajectory"|"2.03"
"Africa"|"near"|"2.03"
"Africa"|"dryish"|"2.03"
"Africa"|"showing"|"2.03"
"Africa"|"stretch"|"2.03"
"Africa"|"juicier"|"2.03"
"Africa"|"considerably"|"2.03"
"Africa"|"tarter"|"2.03"
"Africa"|"myrrh"|"2.03"
"Africa"|"washed"|"1.93"
"Africa"|"amid"|"1.93"
"Africa"|"avalanche"|"1.93"
"Africa"|"manages"|"1.93"
"Africa"|"blueberries"|"1.93"
"Africa"|"mediterranean"|"1.93"
"Africa"|"appears"|"1.93"
"Africa"|"silkily"|"1.93"
"Africa"|"finally"|"1.93"
"Africa"|"account"|"1.93"
"Africa"|"recovers"|"1.93"
"Africa"|"parallel"|"1.93"
"Africa"|"stability"|"1.93"
"Africa"|"cold"|"1.93"
"Africa"|"bottled"|"1.93"
"Africa"|"multidimensional"|"1.93"
"Africa"|"walnutty"|"1.93"
"Africa"|"smoothness"|"1.93"
"Africa"|"aftertaste"|"1.93"
"Africa"|"amaretto"|"1.93"
"Africa"|"perfume"|"1.93"
"Africa"|"rated"|"1.93"
"Africa"|"free"|"1.93"
"Africa"|"unmistakable"|"1.93"
"Africa"|"exuberant"|"1.93"
"Africa"|"mildew"|"1.93"
"Africa"|"seductive"|"1.93"
"Africa"|"elm"|"1.93"
"Africa"|"halvah"|"1.93"
"Africa"|"emerging"|"1.93"
"Africa"|"famous"|"1.93"
"Africa"|"chutney"|"1.93"
"Africa"|"including"|"1.93"
"Africa"|"yes"|"1.93"
"Africa"|"addition"|"1.93"
"Africa"|"breathtakingly"|"1.93"
"Africa"|"blackberries"|"1.93"
"Africa"|"frankincense"|"1.93"
"Africa"|"lower"|"1.93"
"Africa"|"fatten"|"1.93"
"Africa"|"cilantro"|"1.93"
"Africa"|"arresting"|"1.93"
"Africa"|"spectacular"|"1.93"
"Africa"|"characterized"|"1.93"
"Africa"|"loss"|"1.93"
"Africa"|"contributing"|"1.93"
"Africa"|"voluptuousness"|"1.93"
"Africa"|"bold"|"1.93"
